Ticker,Date,Close
CSCO,1/4/2010 16:00,24.69
CSCO,1/5/2010 16:00,24.58
CSCO,1/6/2010 16:00,24.42
CSCO,1/7/2010 16:00,24.53
CSCO,1/8/2010 16:00,24.66
CSCO,1/11/2010 16:00,24.59
CSCO,1/12/2010 16:00,24.2
CSCO,1/13/2010 16:00,24.64
CSCO,1/14/2010 16:00,24.95
CSCO,1/15/2010 16:00,24.4
CSCO,1/19/2010 16:00,24.85
CSCO,1/20/2010 16:00,24.41
CSCO,1/21/2010 16:00,23.98
CSCO,1/22/2010 16:00,22.97
CSCO,1/25/2010 16:00,22.99
CSCO,1/26/2010 16:00,22.9
CSCO,1/27/2010 16:00,23.15
CSCO,1/28/2010 16:00,22.52
CSCO,1/29/2010 16:00,22.47
CSCO,2/1/2010 16:00,22.73
CSCO,2/2/2010 16:00,23.02
CSCO,2/3/2010 16:00,23.07
CSCO,2/4/2010 16:00,23.16
CSCO,2/5/2010 16:00,23.7
CSCO,2/8/2010 16:00,23.5
CSCO,2/9/2010 16:00,23.89
CSCO,2/10/2010 16:00,23.76
CSCO,2/11/2010 16:00,23.93
CSCO,2/12/2010 16:00,23.76
CSCO,2/16/2010 16:00,24
CSCO,2/17/2010 16:00,24.07
CSCO,2/18/2010 16:00,24.28
CSCO,2/19/2010 16:00,24.36
CSCO,2/22/2010 16:00,24.3
CSCO,2/23/2010 16:00,24.05
CSCO,2/24/2010 16:00,24.34
CSCO,2/25/2010 16:00,24.33
CSCO,2/26/2010 16:00,24.33
CSCO,3/1/2010 16:00,24.6
CSCO,3/2/2010 16:00,24.61
CSCO,3/3/2010 16:00,24.84
CSCO,3/4/2010 16:00,24.95
CSCO,3/5/2010 16:00,25.21
CSCO,3/8/2010 16:00,26.13
CSCO,3/9/2010 16:00,26.13
CSCO,3/10/2010 16:00,25.87
CSCO,3/11/2010 16:00,25.97
CSCO,3/12/2010 16:00,25.88
CSCO,3/15/2010 16:00,26.08
CSCO,3/16/2010 16:00,26.15
CSCO,3/17/2010 16:00,26.26
CSCO,3/18/2010 16:00,26.34
CSCO,3/19/2010 16:00,26.15
CSCO,3/22/2010 16:00,26.28
CSCO,3/23/2010 16:00,26.64
CSCO,3/24/2010 16:00,26.45
CSCO,3/25/2010 16:00,26.43
CSCO,3/26/2010 16:00,26.47
CSCO,3/29/2010 16:00,26.51
CSCO,3/30/2010 16:00,26.65
CSCO,3/31/2010 16:00,26.03
CSCO,4/1/2010 16:00,25.83
CSCO,4/5/2010 16:00,26.17
CSCO,4/6/2010 16:00,26.22
CSCO,4/7/2010 16:00,26.34
CSCO,4/8/2010 16:00,26.28
CSCO,4/9/2010 16:00,26.6
CSCO,4/12/2010 16:00,26.53
CSCO,4/13/2010 16:00,26.44
CSCO,4/14/2010 16:00,26.88
CSCO,4/15/2010 16:00,27.21
CSCO,4/16/2010 16:00,26.98
CSCO,4/19/2010 16:00,27.07
CSCO,4/20/2010 16:00,27.18
CSCO,4/21/2010 16:00,27.24
CSCO,4/22/2010 16:00,27.32
CSCO,4/23/2010 16:00,27.47
CSCO,4/26/2010 16:00,27.57
CSCO,4/27/2010 16:00,27.01
CSCO,4/28/2010 16:00,27.04
CSCO,4/29/2010 16:00,27.53
CSCO,4/30/2010 16:00,26.93
CSCO,5/3/2010 16:00,27.54
CSCO,5/4/2010 16:00,26.56
CSCO,5/5/2010 16:00,26.55
CSCO,5/6/2010 16:00,25.49
CSCO,5/7/2010 16:00,24.71
CSCO,5/10/2010 16:00,26.13
CSCO,5/11/2010 16:00,25.96
CSCO,5/12/2010 16:00,26.74
CSCO,5/13/2010 16:00,25.53
CSCO,5/14/2010 16:00,24.94
CSCO,5/17/2010 16:00,24.87
