TICKER,Date,Close
INTC,1/4/2010 16:00,20.88
INTC,1/5/2010 16:00,20.87
INTC,1/6/2010 16:00,20.8
INTC,1/7/2010 16:00,20.6
INTC,1/8/2010 16:00,20.83
INTC,1/11/2010 16:00,20.95
INTC,1/12/2010 16:00,20.61
INTC,1/13/2010 16:00,20.96
INTC,1/14/2010 16:00,21.48
INTC,1/15/2010 16:00,20.8
INTC,1/19/2010 16:00,21.05
INTC,1/20/2010 16:00,21.08
INTC,1/21/2010 16:00,20.84
INTC,1/22/2010 16:00,19.91
INTC,1/25/2010 16:00,20.32
INTC,1/26/2010 16:00,20
INTC,1/27/2010 16:00,20.24
INTC,1/28/2010 16:00,19.92
INTC,1/29/2010 16:00,19.4
INTC,2/1/2010 16:00,19.61
INTC,2/2/2010 16:00,19.91
INTC,2/3/2010 16:00,19.68
INTC,2/4/2010 16:00,19.02
INTC,2/5/2010 16:00,19.47
INTC,2/8/2010 16:00,19.35
INTC,2/9/2010 16:00,19.65
INTC,2/10/2010 16:00,19.69
INTC,2/11/2010 16:00,20.06
INTC,2/12/2010 16:00,20.43
INTC,2/16/2010 16:00,20.72
INTC,2/17/2010 16:00,20.66
INTC,2/18/2010 16:00,20.84
INTC,2/19/2010 16:00,20.82
INTC,2/22/2010 16:00,20.87
INTC,2/23/2010 16:00,20.39
INTC,2/24/2010 16:00,20.7
INTC,2/25/2010 16:00,20.63
INTC,2/26/2010 16:00,20.53
INTC,3/1/2010 16:00,20.87
INTC,3/2/2010 16:00,20.7
INTC,3/3/2010 16:00,20.52
INTC,3/4/2010 16:00,20.53
INTC,3/5/2010 16:00,20.79
INTC,3/8/2010 16:00,20.77
INTC,3/9/2010 16:00,20.94
INTC,3/10/2010 16:00,21.19
INTC,3/11/2010 16:00,21.25
INTC,3/12/2010 16:00,21.27
INTC,3/15/2010 16:00,21.17
INTC,3/16/2010 16:00,22.01
INTC,3/17/2010 16:00,22.24
INTC,3/18/2010 16:00,22.2
INTC,3/19/2010 16:00,21.99
INTC,3/22/2010 16:00,22.24
INTC,3/23/2010 16:00,22.67
INTC,3/24/2010 16:00,22.43
INTC,3/25/2010 16:00,22.35
INTC,3/26/2010 16:00,22.24
INTC,3/29/2010 16:00,22.33
INTC,3/30/2010 16:00,22.34
INTC,3/31/2010 16:00,22.29
INTC,4/1/2010 16:00,22.39
INTC,4/5/2010 16:00,22.59
INTC,4/6/2010 16:00,22.4
INTC,4/7/2010 16:00,22.45
INTC,4/8/2010 16:00,22.31
INTC,4/9/2010 16:00,22.55
INTC,4/12/2010 16:00,22.54
INTC,4/13/2010 16:00,22.77
INTC,4/14/2010 16:00,23.52
INTC,4/15/2010 16:00,24.22
INTC,4/16/2010 16:00,23.92
INTC,4/19/2010 16:00,24
INTC,4/20/2010 16:00,24.12
INTC,4/21/2010 16:00,23.8
INTC,4/22/2010 16:00,23.99
INTC,4/23/2010 16:00,24.04
INTC,4/26/2010 16:00,23.82
INTC,4/27/2010 16:00,23.35
