Ticker,Date,Close
AAPL,1/4/2010 16:00,7.64
AAPL,1/5/2010 16:00,7.66
AAPL,1/6/2010 16:00,7.53
AAPL,1/7/2010 16:00,7.52
AAPL,1/8/2010 16:00,7.57
AAPL,1/11/2010 16:00,7.5
AAPL,1/12/2010 16:00,7.42
AAPL,1/13/2010 16:00,7.52
AAPL,1/14/2010 16:00,7.48
AAPL,1/15/2010 16:00,7.35
AAPL,1/19/2010 16:00,7.68
AAPL,1/20/2010 16:00,7.56
AAPL,1/21/2010 16:00,7.43
AAPL,1/22/2010 16:00,7.06
AAPL,1/25/2010 16:00,7.25
AAPL,1/26/2010 16:00,7.36
AAPL,1/27/2010 16:00,7.42
AAPL,1/28/2010 16:00,7.12
AAPL,1/29/2010 16:00,6.86
AAPL,2/1/2010 16:00,6.95
AAPL,2/2/2010 16:00,7
AAPL,2/3/2010 16:00,7.12
AAPL,2/4/2010 16:00,6.86
AAPL,2/5/2010 16:00,6.98
AAPL,2/8/2010 16:00,6.93
AAPL,2/9/2010 16:00,7.01
AAPL,2/10/2010 16:00,6.97
AAPL,2/11/2010 16:00,7.1
AAPL,2/12/2010 16:00,7.16
AAPL,2/16/2010 16:00,7.26
AAPL,2/17/2010 16:00,7.23
AAPL,2/18/2010 16:00,7.25
AAPL,2/19/2010 16:00,7.2
AAPL,2/22/2010 16:00,7.16
AAPL,2/23/2010 16:00,7.04
AAPL,2/24/2010 16:00,7.17
AAPL,2/25/2010 16:00,7.21
AAPL,2/26/2010 16:00,7.31
AAPL,3/1/2010 16:00,7.46
AAPL,3/2/2010 16:00,7.46
AAPL,3/3/2010 16:00,7.48
AAPL,3/4/2010 16:00,7.53
AAPL,3/5/2010 16:00,7.82
AAPL,3/8/2010 16:00,7.82
AAPL,3/9/2010 16:00,7.97
AAPL,3/10/2010 16:00,8.03
AAPL,3/11/2010 16:00,8.05
AAPL,3/12/2010 16:00,8.09
AAPL,3/15/2010 16:00,7.99
AAPL,3/16/2010 16:00,8.02
AAPL,3/17/2010 16:00,8
AAPL,3/18/2010 16:00,8.02
AAPL,3/19/2010 16:00,7.94
AAPL,3/22/2010 16:00,8.03
AAPL,3/23/2010 16:00,8.16
AAPL,3/24/2010 16:00,8.19
AAPL,3/25/2010 16:00,8.09
AAPL,3/26/2010 16:00,8.25
AAPL,3/29/2010 16:00,8.3
AAPL,3/30/2010 16:00,8.42
AAPL,3/31/2010 16:00,8.39
AAPL,4/1/2010 16:00,8.43
AAPL,4/5/2010 16:00,8.52
AAPL,4/6/2010 16:00,8.56
AAPL,4/7/2010 16:00,8.59
AAPL,4/8/2010 16:00,8.57
AAPL,4/9/2010 16:00,8.64
AAPL,4/12/2010 16:00,8.65
AAPL,4/13/2010 16:00,8.66
AAPL,4/14/2010 16:00,8.77
AAPL,4/15/2010 16:00,8.89
AAPL,4/16/2010 16:00,8.84
AAPL,4/19/2010 16:00,8.82
AAPL,4/20/2010 16:00,8.74
AAPL,4/21/2010 16:00,9.26
AAPL,4/22/2010 16:00,9.52
AAPL,4/23/2010 16:00,9.67
AAPL,4/26/2010 16:00,9.63
AAPL,4/27/2010 16:00,9.36
AAPL,4/28/2010 16:00,9.34
AAPL,4/29/2010 16:00,9.59
AAPL,4/30/2010 16:00,9.32
AAPL,5/3/2010 16:00,9.51
AAPL,5/4/2010 16:00,9.24
AAPL,5/5/2010 16:00,9.14
AAPL,5/6/2010 16:00,8.79
AAPL,5/7/2010 16:00,8.42
AAPL,5/10/2010 16:00,9.07
AAPL,5/11/2010 16:00,9.16
AAPL,5/12/2010 16:00,9.36
AAPL,5/13/2010 16:00,9.23
AAPL,5/14/2010 16:00,9.07
AAPL,5/17/2010 16:00,9.08
AAPL,5/18/2010 16:00,9.01
AAPL,5/19/2010 16:00,8.87
AAPL,5/20/2010 16:00,8.49
AAPL,5/21/2010 16:00,8.65
AAPL,5/24/2010 16:00,8.81
AAPL,5/25/2010 16:00,8.76
AAPL,5/26/2010 16:00,8.72
AAPL,5/27/2010 16:00,9.05
AAPL,5/28/2010 16:00,9.17
AAPL,6/1/2010 16:00,9.32
AAPL,6/2/2010 16:00,9.43
AAPL,6/3/2010 16:00,9.4
AAPL,6/4/2010 16:00,9.14
AAPL,6/7/2010 16:00,8.96
AAPL,6/8/2010 16:00,8.9
AAPL,6/9/2010 16:00,8.69
AAPL,6/10/2010 16:00,8.95
AAPL,6/11/2010 16:00,9.05
AAPL,6/14/2010 16:00,9.08
AAPL,6/15/2010 16:00,9.27
AAPL,6/16/2010 16:00,9.54
AAPL,6/17/2010 16:00,9.71
AAPL,6/18/2010 16:00,9.79
AAPL,6/21/2010 16:00,9.65
AAPL,6/22/2010 16:00,9.78
AAPL,6/23/2010 16:00,9.68
AAPL,6/24/2010 16:00,9.61
AAPL,6/25/2010 16:00,9.53
AAPL,6/28/2010 16:00,9.58
AAPL,6/29/2010 16:00,9.15
AAPL,6/30/2010 16:00,8.98
AAPL,7/1/2010 16:00,8.87
AAPL,7/2/2010 16:00,8.82
AAPL,7/6/2010 16:00,8.88
AAPL,7/7/2010 16:00,9.24
AAPL,7/8/2010 16:00,9.22
AAPL,7/9/2010 16:00,9.27
AAPL,7/12/2010 16:00,9.19
AAPL,7/13/2010 16:00,8.99
AAPL,7/14/2010 16:00,9.03
AAPL,7/15/2010 16:00,8.98
AAPL,7/16/2010 16:00,8.93
AAPL,7/19/2010 16:00,8.77
AAPL,7/20/2010 16:00,9
