Ticker,Date,Close
MSFT,1/4/2010 16:00,30.95
MSFT,1/5/2010 16:00,30.96
MSFT,1/6/2010 16:00,30.77
MSFT,1/7/2010 16:00,30.45
MSFT,1/8/2010 16:00,30.66
MSFT,1/11/2010 16:00,30.27
MSFT,1/12/2010 16:00,30.07
MSFT,1/13/2010 16:00,30.35
MSFT,1/14/2010 16:00,30.96
MSFT,1/15/2010 16:00,30.86
MSFT,1/19/2010 16:00,31.1
MSFT,1/20/2010 16:00,30.59
MSFT,1/21/2010 16:00,30.01
MSFT,1/22/2010 16:00,28.96
MSFT,1/25/2010 16:00,29.32
MSFT,1/26/2010 16:00,29.5
MSFT,1/27/2010 16:00,29.67
MSFT,1/28/2010 16:00,29.16
MSFT,1/29/2010 16:00,28.18
MSFT,2/1/2010 16:00,28.41
MSFT,2/2/2010 16:00,28.46
MSFT,2/3/2010 16:00,28.63
MSFT,2/4/2010 16:00,27.84
MSFT,2/5/2010 16:00,28.02
MSFT,2/8/2010 16:00,27.72
MSFT,2/9/2010 16:00,28.01
MSFT,2/10/2010 16:00,27.99
MSFT,2/11/2010 16:00,28.12
MSFT,2/12/2010 16:00,27.93
MSFT,2/16/2010 16:00,28.35
MSFT,2/17/2010 16:00,28.59
MSFT,2/18/2010 16:00,28.97
MSFT,2/19/2010 16:00,28.77
MSFT,2/22/2010 16:00,28.73
MSFT,2/23/2010 16:00,28.33
MSFT,2/24/2010 16:00,28.63
MSFT,2/25/2010 16:00,28.6
MSFT,2/26/2010 16:00,28.67
MSFT,3/1/2010 16:00,29.02
MSFT,3/2/2010 16:00,28.46
MSFT,3/3/2010 16:00,28.46
MSFT,3/4/2010 16:00,28.63
MSFT,3/5/2010 16:00,28.59
MSFT,3/8/2010 16:00,28.63
MSFT,3/9/2010 16:00,28.8
MSFT,3/10/2010 16:00,28.97
MSFT,3/11/2010 16:00,29.18
MSFT,3/12/2010 16:00,29.27
MSFT,3/15/2010 16:00,29.29
MSFT,3/16/2010 16:00,29.37
MSFT,3/17/2010 16:00,29.63
MSFT,3/18/2010 16:00,29.61
MSFT,3/19/2010 16:00,29.59
MSFT,3/22/2010 16:00,29.6
MSFT,3/23/2010 16:00,29.88
MSFT,3/24/2010 16:00,29.65
MSFT,3/25/2010 16:00,30.01
MSFT,3/26/2010 16:00,29.66
MSFT,3/29/2010 16:00,29.59
MSFT,3/30/2010 16:00,29.77
MSFT,3/31/2010 16:00,29.29
MSFT,4/1/2010 16:00,29.16
MSFT,4/5/2010 16:00,29.27
MSFT,4/6/2010 16:00,29.32
MSFT,4/7/2010 16:00,29.35
MSFT,4/8/2010 16:00,29.92
MSFT,4/9/2010 16:00,30.34
MSFT,4/12/2010 16:00,30.32
MSFT,4/13/2010 16:00,30.45
MSFT,4/14/2010 16:00,30.82
MSFT,4/15/2010 16:00,30.87
MSFT,4/16/2010 16:00,30.67
MSFT,4/19/2010 16:00,31.04
MSFT,4/20/2010 16:00,31.36
MSFT,4/21/2010 16:00,31.33
MSFT,4/22/2010 16:00,31.39
MSFT,4/23/2010 16:00,30.96
MSFT,4/26/2010 16:00,31.11
MSFT,4/27/2010 16:00,30.85
MSFT,4/28/2010 16:00,30.91
MSFT,4/29/2010 16:00,31
MSFT,4/30/2010 16:00,30.54
MSFT,5/3/2010 16:00,30.86
MSFT,5/4/2010 16:00,30.13
MSFT,5/5/2010 16:00,29.85
MSFT,5/6/2010 16:00,28.98
MSFT,5/7/2010 16:00,28.21
MSFT,5/10/2010 16:00,28.94
MSFT,5/11/2010 16:00,28.88
MSFT,5/12/2010 16:00,29.44
MSFT,5/13/2010 16:00,29.24
MSFT,5/14/2010 16:00,28.93
MSFT,5/17/2010 16:00,28.94
MSFT,5/18/2010 16:00,28.6
MSFT,5/19/2010 16:00,28.24
MSFT,5/20/2010 16:00,27.11
MSFT,5/21/2010 16:00,26.84
MSFT,5/24/2010 16:00,26.27
MSFT,5/25/2010 16:00,26.07
MSFT,5/26/2010 16:00,25.01
MSFT,5/27/2010 16:00,26
MSFT,5/28/2010 16:00,25.8
MSFT,6/1/2010 16:00,25.89
MSFT,6/2/2010 16:00,26.46
MSFT,6/3/2010 16:00,26.86
MSFT,6/4/2010 16:00,25.79
MSFT,6/7/2010 16:00,25.29
MSFT,6/8/2010 16:00,25.11
MSFT,6/9/2010 16:00,24.79
MSFT,6/10/2010 16:00,25
MSFT,6/11/2010 16:00,25.66
MSFT,6/14/2010 16:00,25.5
MSFT,6/15/2010 16:00,26.58
MSFT,6/16/2010 16:00,26.32
MSFT,6/17/2010 16:00,26.37
MSFT,6/18/2010 16:00,26.44
MSFT,6/21/2010 16:00,25.95
MSFT,6/22/2010 16:00,25.77
MSFT,6/23/2010 16:00,25.31
MSFT,6/24/2010 16:00,25
MSFT,6/25/2010 16:00,24.53
MSFT,6/28/2010 16:00,24.31
MSFT,6/29/2010 16:00,23.31
MSFT,6/30/2010 16:00,23.01
MSFT,7/1/2010 16:00,23.16
MSFT,7/2/2010 16:00,23.27
MSFT,7/6/2010 16:00,23.82
MSFT,7/7/2010 16:00,24.3
MSFT,7/8/2010 16:00,24.41
MSFT,7/9/2010 16:00,24.27
MSFT,7/12/2010 16:00,24.83
MSFT,7/13/2010 16:00,25.13
MSFT,7/14/2010 16:00,25.44
MSFT,7/15/2010 16:00,25.51
MSFT,7/16/2010 16:00,24.89
MSFT,7/19/2010 16:00,25.23
MSFT,7/20/2010 16:00,25.48
MSFT,7/21/2010 16:00,25.12
MSFT,7/22/2010 16:00,25.84
MSFT,7/23/2010 16:00,25.81
MSFT,7/26/2010 16:00,26.1
MSFT,7/27/2010 16:00,26.16
MSFT,7/28/2010 16:00,25.95
MSFT,7/29/2010 16:00,26.03
MSFT,7/30/2010 16:00,25.81
MSFT,8/2/2010 16:00,26.33
MSFT,8/3/2010 16:00,26.16
MSFT,8/4/2010 16:00,25.73
MSFT,8/5/2010 16:00,25.37
MSFT,8/6/2010 16:00,25.55
MSFT,8/9/2010 16:00,25.61
MSFT,8/10/2010 16:00,25.07
MSFT,8/11/2010 16:00,24.86
MSFT,8/12/2010 16:00,24.49
MSFT,8/13/2010 16:00,24.4
MSFT,8/16/2010 16:00,24.5
MSFT,8/17/2010 16:00,24.71
MSFT,8/18/2010 16:00,24.82
MSFT,8/19/2010 16:00,24.44
MSFT,8/20/2010 16:00,24.23
MSFT,8/23/2010 16:00,24.28
MSFT,8/24/2010 16:00,24.04
MSFT,8/25/2010 16:00,24.1
MSFT,8/26/2010 16:00,23.82
MSFT,8/27/2010 16:00,23.93
MSFT,8/30/2010 16:00,23.64
MSFT,8/31/2010 16:00,23.47
MSFT,9/1/2010 16:00,23.9
MSFT,9/2/2010 16:00,23.94
MSFT,9/3/2010 16:00,24.29
MSFT,9/7/2010 16:00,23.96
MSFT,9/8/2010 16:00,23.93
MSFT,9/9/2010 16:00,24.01
MSFT,9/10/2010 16:00,23.85
MSFT,9/13/2010 16:00,25.11
MSFT,9/14/2010 16:00,25.03
MSFT,9/15/2010 16:00,25.12
MSFT,9/16/2010 16:00,25.33
MSFT,9/17/2010 16:00,25.22
MSFT,9/20/2010 16:00,25.43
MSFT,9/21/2010 16:00,25.15
MSFT,9/22/2010 16:00,24.61
MSFT,9/23/2010 16:00,24.43
MSFT,9/24/2010 16:00,24.78
MSFT,9/27/2010 16:00,24.73
